colour	showSelectedlegendcolour	x	xend	y	yend
#00BFC4	yes	-0.0138209339990751	0.26187797192553	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0135540931478695	0.257837017371664	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0133009129799174	0.253914949685469	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0130555820839899	0.250111555389497	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0128181858763187	0.246421083873683	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0125871695229714	0.242839758024825	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0123645758684055	0.239360512149712	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0121504762895557	0.235978539042589	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0119403034877017	0.23269393698061	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0117382133857588	0.229498329298271	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.011539446179898	0.226392486330378	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0113495903615144	0.223367045763487	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0111620519180623	0.220425029058606	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0109821580193972	0.217557724523368	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.010808569456934	0.214763262663197	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0106428917430554	0.212036993811433	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0104821418464498	0.209379010979501	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0103263432729578	0.206786545142669	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0101734705154054	0.204259011870399	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0100273452032231	0.201790106909583	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00988563943806171	0.19937979517941	-0.78950141242046	16.5795296608297
#F8766D	no	-0.00974778165593795	0.197026397787516	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00961269912698375	0.194728842911253	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00948152588886134	0.19248395170707	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0093535223678074	0.190290512956907	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00922933948162781	0.188146013623487	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00911059609000089	0.186047056418427	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0089954887612963	0.183993745385927	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00888291829731378	0.181985555035105	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00877514330808951	0.180018672705499	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00867015014829529	0.178093624832889	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00856740564775416	0.176209520663417	-0.78950141242046	16.5795296608297
#F8766D	no	-0.00846737503137679	0.174364531002835	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0083689499157478	0.172558457097274	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00827302772168755	0.1707891482912	-0.78950141242046	16.5795296608297
#F8766D	no	-0.00818004434267581	0.169054966608856	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00808848436728509	0.167356273948373	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00799920608939761	0.165691104643104	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00791172765893919	0.164058877026706	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00782602244111644	0.162458595924081	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00774302564575471	0.16088834399745	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00766162629844566	0.159348287867421	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00758216236880126	0.157837181185962	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00750483442119096	0.156353949288716	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00742920045572982	0.154898192752215	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00735527195595408	0.153469089833399	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00728309209680853	0.152065816832092	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00721275416184769	0.150687528322244	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00714384257380601	0.149333914842862	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00707655805884183	0.148004076523749	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00701053524252672	0.146697704343758	-0.78950141242046	16.5795296608297
#F8766D	no	-0.00694726528293017	0.145412656412246	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00688419054754436	0.144150862263326	-0.78950141242046	16.5795296608297
#F8766D	no	-0.00682310062772519	0.14290992586581	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00676287968051924	0.141690377355807	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00670385324126502	0.1404913253456	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00664616878215245	0.139312075530874	-0.78950141242046	16.5795296608297
#F8766D	no	-0.00658959460010192	0.138152331010316	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00653386941768789	0.137011841931487	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00647918794276038	0.135889919215028	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00642543694914609	0.134786197792725	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00637263854196382	0.133700192693924	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00632070194720682	0.132631546638794	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00626963729574349	0.131579815666559	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00621952228328813	0.130544501915532	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00617035908589292	0.129525196173874	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00612200047288537	0.128521651257736	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00607452609234605	0.127533405240347	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00602779051771843	0.126560232942206	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00598178419711568	0.125601784539628	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00593661308350883	0.124657605512357	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00589212277050269	0.123727512104498	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00584834279925264	0.12281114663223	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00580524834186458	0.121908215432033	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00576279509346074	0.121018453616394	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00572103016667394	0.120141513842385	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.00567986627640619	0.11927719180453	-0.78950141242046	16.5795296608297
